Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm
24-07-21,15:35:18.114,F,472,405,644,116,0.371,18.1,306,0.707,-0.275,0.534,-0.123,0.717,-0.088,300,565,0.469
24-07-21,15:35:28.233,F,473,433,655,160,0.339,22.8,318,0.659,-0.272,0.484,-0.137,0.766,-0.105,300,565,0.469
24-07-21,15:35:38.351,F,474,473,681,221,0.305,28.3,325,0.584,-0.343,0.401,-0.170,0.837,-0.142,300,565,0.469
24-07-21,15:35:48.467,F,475,550,726,336,0.242,34.2,345,0.462,-0.438,0.290,-0.222,0.973,-0.215,300,565,0.469
24-07-21,15:35:58.587,F,476,647,780,503,0.171,36.1,356,0.314,-0.600,0.173,-0.276,1.145,-0.316,300,565,0.469
24-07-21,15:36:08.713,F,477,723,818,741,0.116,36.1,366,0.210,-0.706,0.106,-0.309,1.280,-0.396,300,565,0.469
24-07-21,15:36:18.823,F,478,771,837,1109,0.079,36.8,370,0.141,-0.762,0.068,-0.325,1.365,-0.444,300,565,0.469
24-07-21,15:36:28.947,F,479,794,851,1448,0.067,40.7,378,0.121,-0.785,0.058,-0.336,1.405,-0.472,300,565,0.469
24-07-21,15:36:39.003,F,480,834,876,2028,0.048,40.9,388,0.086,-0.842,0.040,-0.355,1.476,-0.524,300,565,0.469
24-07-21,15:36:49.179,F,481,863,894,2645,0.035,38.9,391,0.062,-0.898,0.028,-0.368,1.527,-0.562,300,565,0.469
24-07-21,15:36:57.159,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:38:43.000,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:38:43.000,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 50.797 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:38:43.000,REG2,,"#1: alpha: 0.158, ETRm: 56.659, Ik: 359.270   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:38:44.392,FO,482,688,1504,0,0.543,0.0,0,0,0,0,0,0,0,688,1504,0.543
24-07-21,15:38:54.507,F,483,821,1546,44,0.469,8.7,662,0.820,-0.083,0.661,-0.027,0.546,-0.015,688,1504,0.543
24-07-21,15:39:04.628,F,484,826,1539,80,0.463,15.6,671,0.821,-0.064,0.667,-0.023,0.549,-0.012,688,1504,0.543
24-07-21,15:39:14.747,F,485,884,1550,116,0.430,20.9,670,0.757,-0.078,0.574,-0.030,0.588,-0.018,688,1504,0.543
24-07-21,15:39:24.863,F,486,927,1532,161,0.395,26.7,669,0.701,-0.058,0.506,-0.018,0.616,-0.011,688,1504,0.543
24-07-21,15:39:34.986,F,487,997,1513,221,0.341,31.7,654,0.601,-0.053,0.394,-0.006,0.663,-0.004,688,1504,0.543
24-07-21,15:39:45.111,F,488,1058,1469,336,0.280,39.5,653,0.504,0.000,0.311,0.024,0.703,0.017,688,1504,0.543
24-07-21,15:39:55.231,F,489,1155,1466,503,0.212,44.8,635,0.374,-0.018,0.206,0.026,0.768,0.020,688,1504,0.543
24-07-21,15:40:05.337,F,490,1195,1424,741,0.161,50.1,626,0.287,0.022,0.150,0.056,0.795,0.044,688,1504,0.543
24-07-21,15:40:15.470,F,491,1151,1300,1109,0.115,53.6,582,0.208,0.120,0.105,0.157,0.765,0.120,688,1504,0.543
24-07-21,15:40:25.587,F,492,1151,1275,1448,0.097,59.0,575,0.177,0.142,0.088,0.180,0.765,0.138,688,1504,0.543
24-07-21,15:40:35.704,F,493,1159,1250,2028,0.073,62.2,571,0.134,0.168,0.066,0.203,0.771,0.156,688,1504,0.543
24-07-21,15:40:45.819,F,494,1164,1229,2644,0.053,58.9,550,0.096,0.168,0.045,0.224,0.774,0.173,688,1504,0.543
24-07-21,15:40:53.859,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:43:37.183,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:43:37.183,REG1,,"#1: alpha: 0.193, ETRm: 70.587, Ik: 364.955   ( beta: 0.002, ETRmPot: 74.134 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:43:37.183,REG2,,"#1: alpha: 0.155, ETRm: 69.140, Ik: 444.876   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:43:38.570,FO,495,568,1199,0,0.526,0.0,0,0,0,0,0,0,0,568,1199,0.526
24-07-21,15:43:48.699,F,496,651,1213,44,0.463,8.6,547,0.844,-0.055,0.709,-0.012,0.543,-0.006,568,1199,0.526
24-07-21,15:43:58.809,F,497,690,1244,80,0.445,15.0,556,0.805,-0.090,0.649,-0.036,0.575,-0.020,568,1199,0.526
24-07-21,15:44:08.930,F,498,716,1237,116,0.421,20.5,556,0.765,-0.079,0.594,-0.031,0.597,-0.018,568,1199,0.526
24-07-21,15:44:19.056,F,499,749,1227,160,0.390,26.2,556,0.712,-0.063,0.529,-0.023,0.625,-0.015,568,1199,0.526
24-07-21,15:44:29.175,F,500,793,1234,221,0.357,33.1,561,0.655,-0.067,0.463,-0.028,0.661,-0.018,568,1199,0.526
24-07-21,15:44:39.293,F,501,870,1258,336,0.308,43.5,584,0.576,-0.068,0.387,-0.047,0.726,-0.034,568,1199,0.526
24-07-21,15:44:49.414,F,502,1007,1365,503,0.262,55.4,647,0.499,-0.138,0.321,-0.122,0.840,-0.102,568,1199,0.526
24-07-21,15:44:59.526,F,503,1120,1363,742,0.178,55.5,610,0.323,-0.193,0.176,-0.120,0.934,-0.112,568,1199,0.526
24-07-21,15:45:09.653,F,504,1108,1286,1108,0.138,64.2,601,0.260,-0.086,0.141,-0.068,0.924,-0.062,568,1199,0.526
24-07-21,15:45:19.770,F,505,1180,1353,1448,0.128,77.8,628,0.239,-0.149,0.127,-0.114,0.984,-0.112,568,1199,0.526
24-07-21,15:45:29.886,F,506,1229,1345,2027,0.086,73.2,619,0.160,-0.151,0.081,-0.109,1.025,-0.111,568,1199,0.526
24-07-21,15:45:40.011,F,507,1209,1286,2644,0.060,66.6,608,0.114,-0.074,0.057,-0.068,1.008,-0.068,568,1199,0.526
24-07-21,15:45:48.011,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:47:31.788,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:47:31.788,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 66.074 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:47:31.788,REG2,,"#1: alpha: 0.125, ETRm: 74.589, Ik: 597.174   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:47:33.183,FO,508,585,1260,0,0.536,0.0,0,0,0,0,0,0,0,585,1260,0.536
24-07-21,15:47:43.302,F,509,659,1205,44,0.453,8.4,498,0.772,-0.047,0.583,0.046,0.523,0.024,585,1260,0.536
24-07-21,15:47:53.422,F,510,639,1125,80,0.432,14.5,486,0.761,0.053,0.579,0.120,0.507,0.061,585,1260,0.536
24-07-21,15:48:03.540,F,511,659,1092,116,0.397,19.3,459,0.684,0.062,0.476,0.154,0.523,0.080,585,1260,0.536
24-07-21,15:48:13.656,F,512,660,1042,160,0.367,24.7,462,0.659,0.141,0.461,0.209,0.524,0.109,585,1260,0.536
24-07-21,15:48:23.775,F,513,706,1066,221,0.338,31.4,481,0.615,0.133,0.419,0.182,0.560,0.102,585,1260,0.536
24-07-21,15:48:33.901,F,514,780,1076,336,0.275,38.8,472,0.490,0.105,0.297,0.171,0.619,0.106,585,1260,0.536
24-07-21,15:48:44.019,F,515,818,1058,503,0.227,48.0,467,0.406,0.124,0.232,0.191,0.649,0.124,585,1260,0.536
24-07-21,15:48:54.135,F,516,826,1003,741,0.176,54.8,442,0.316,0.169,0.169,0.256,0.656,0.168,585,1260,0.536
24-07-21,15:49:04.252,F,517,822,960,1108,0.144,67.0,437,0.264,0.225,0.140,0.313,0.652,0.204,585,1260,0.536
24-07-21,15:49:14.379,F,518,830,943,1448,0.120,73.0,442,0.226,0.258,0.120,0.336,0.659,0.221,585,1260,0.536
24-07-21,15:49:24.495,F,519,860,951,2027,0.096,81.7,443,0.179,0.247,0.092,0.325,0.683,0.221,585,1260,0.536
24-07-21,15:49:34.613,F,520,874,938,2643,0.068,75.5,443,0.129,0.267,0.065,0.343,0.694,0.238,585,1260,0.536
24-07-21,15:49:42.713,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:51:22.373,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:51:22.373,REG1,,"#1: alpha: 0.187, ETRm: 87.441, Ik: 466.832   ( beta: 0.001, ETRmPot: 90.607 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:51:22.373,REG2,,"#1: alpha: 0.148, ETRm: 85.657, Ik: 577.764   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:51:23.772,FO,521,480,987,0,0.514,0.0,0,0,0,0,0,0,0,480,987,0.514
24-07-21,15:51:33.894,F,522,534,963,44,0.445,8.2,426,0.799,-0.059,0.637,0.025,0.541,0.014,480,987,0.514
24-07-21,15:51:44.004,F,523,533,954,80,0.441,14.8,429,0.802,-0.036,0.646,0.035,0.540,0.019,480,987,0.514
24-07-21,15:51:54.132,F,524,556,960,116,0.421,20.5,429,0.761,-0.047,0.587,0.028,0.563,0.016,480,987,0.514
24-07-21,15:52:04.249,F,525,566,945,160,0.401,26.9,424,0.727,-0.028,0.545,0.044,0.573,0.026,480,987,0.514
24-07-21,15:52:14.365,F,526,590,934,221,0.368,34.2,423,0.673,-0.008,0.483,0.057,0.598,0.034,480,987,0.514
24-07-21,15:52:24.418,F,527,637,936,336,0.319,45.0,423,0.583,-0.012,0.387,0.054,0.645,0.036,480,987,0.514
24-07-21,15:52:34.605,F,528,670,918,503,0.270,57.0,420,0.498,0.018,0.312,0.075,0.679,0.051,480,987,0.514
24-07-21,15:52:44.721,F,529,713,918,741,0.223,69.4,423,0.414,0.024,0.246,0.075,0.722,0.055,480,987,0.514
24-07-21,15:52:54.795,F,530,761,916,1109,0.169,78.7,423,0.314,0.028,0.175,0.078,0.771,0.060,480,987,0.514
24-07-21,15:53:04.966,F,531,766,889,1448,0.138,83.9,415,0.259,0.065,0.140,0.110,0.776,0.086,480,987,0.514
24-07-21,15:53:15.014,F,532,787,883,2026,0.109,92.8,417,0.206,0.081,0.109,0.118,0.797,0.094,480,987,0.514
24-07-21,15:53:25.202,F,533,737,798,2644,0.076,84.4,383,0.147,0.181,0.076,0.237,0.747,0.177,480,987,0.514
24-07-21,15:53:32.942,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:55:49.090,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:55:49.090,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 56.835 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:55:49.090,REG2,,"#1: alpha: 0.146, ETRm: 63.492, Ik: 434.985   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:55:50.616,FO,534,579,1165,0,0.503,0.0,0,0,0,0,0,0,0,579,1165,0.503
24-07-21,15:56:00.739,F,535,692,1206,44,0.426,7.9,580,0.821,-0.068,0.688,-0.034,0.594,-0.020,579,1165,0.503
24-07-21,15:56:10.858,F,536,746,1295,80,0.424,14.2,616,0.809,-0.159,0.668,-0.100,0.640,-0.064,579,1165,0.503
24-07-21,15:56:20.971,F,537,810,1309,116,0.381,18.6,632,0.737,-0.155,0.575,-0.110,0.695,-0.076,579,1165,0.503
24-07-21,15:56:31.098,F,538,882,1430,160,0.383,25.7,674,0.725,-0.290,0.554,-0.185,0.757,-0.140,579,1165,0.503
24-07-21,15:56:41.214,F,539,955,1449,221,0.341,31.7,668,0.633,-0.333,0.443,-0.196,0.820,-0.161,579,1165,0.503
24-07-21,15:56:51.333,F,540,1058,1481,336,0.286,40.4,686,0.532,-0.357,0.345,-0.213,0.908,-0.194,579,1165,0.503
24-07-21,15:57:01.452,F,541,1123,1457,503,0.229,48.4,668,0.423,-0.346,0.252,-0.200,0.964,-0.193,579,1165,0.503
24-07-21,15:57:11.567,F,542,1149,1391,741,0.174,54.2,646,0.325,-0.271,0.183,-0.162,0.986,-0.160,579,1165,0.503
24-07-21,15:57:21.690,F,543,1159,1330,1108,0.129,60.0,615,0.239,-0.220,0.127,-0.124,0.995,-0.124,579,1165,0.503
24-07-21,15:57:31.811,F,544,1130,1262,1448,0.105,63.9,599,0.199,-0.131,0.105,-0.077,0.970,-0.075,579,1165,0.503
24-07-21,15:57:41.929,F,545,1129,1225,2027,0.078,66.4,566,0.146,-0.125,0.073,-0.049,0.969,-0.047,579,1165,0.503
24-07-21,15:57:52.045,F,546,1078,1148,2645,0.061,67.8,558,0.119,-0.007,0.062,0.015,0.925,0.014,579,1165,0.503
24-07-21,15:58:00.235,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,15:59:43.660,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,15:59:43.660,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 60.028 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,15:59:43.660,REG2,,"#1: alpha: 0.139, ETRm: 65.996, Ik: 473.681   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,15:59:45.055,FO,547,448,996,0,0.550,0.0,0,0,0,0,0,0,0,448,996,0.550
24-07-21,15:59:55.173,F,548,508,1009,44,0.497,9.2,421,0.852,-0.073,0.706,-0.013,0.510,-0.007,448,996,0.550
24-07-21,16:00:05.293,F,549,546,1007,80,0.458,15.4,417,0.781,-0.077,0.596,-0.011,0.548,-0.006,448,996,0.550
24-07-21,16:00:15.407,F,550,583,996,116,0.415,20.2,403,0.696,-0.082,0.481,0.000,0.585,0.000,448,996,0.550
24-07-21,16:00:25.517,F,551,585,916,160,0.361,24.3,392,0.632,0.044,0.423,0.087,0.587,0.052,448,996,0.550
24-07-21,16:00:35.655,F,552,614,919,221,0.332,30.8,391,0.578,0.036,0.368,0.084,0.616,0.052,448,996,0.550
24-07-21,16:00:45.770,F,553,660,915,335,0.279,39.3,390,0.486,0.042,0.287,0.089,0.663,0.058,448,996,0.550
24-07-21,16:00:55.891,F,554,690,891,503,0.226,47.7,377,0.391,0.062,0.214,0.118,0.693,0.081,448,996,0.550
24-07-21,16:01:06.011,F,555,704,857,741,0.179,55.7,369,0.314,0.109,0.165,0.162,0.707,0.114,448,996,0.550
24-07-21,16:01:16.122,F,556,711,816,1108,0.129,60.0,353,0.227,0.155,0.113,0.221,0.714,0.157,448,996,0.550
24-07-21,16:01:26.252,F,557,695,782,1448,0.111,67.5,344,0.199,0.201,0.098,0.274,0.698,0.191,448,996,0.550
24-07-21,16:01:36.365,F,558,695,759,2027,0.084,71.5,336,0.151,0.228,0.073,0.312,0.698,0.218,448,996,0.550
24-07-21,16:01:46.482,F,559,680,724,2644,0.061,67.7,310,0.106,0.245,0.048,0.376,0.683,0.256,448,996,0.550
24-07-21,16:01:54.213,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:03:45.390,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:03:45.390,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 32.141 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:03:45.390,REG2,,"#1: alpha: 0.101, ETRm: 41.635, Ik: 412.960   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:03:46.786,FO,560,413,753,0,0.452,0.0,0,0,0,0,0,0,0,413,753,0.452
24-07-21,16:03:56.903,F,561,526,804,44,0.346,6.4,429,0.741,-0.103,0.604,-0.063,0.699,-0.045,413,753,0.452
24-07-21,16:04:07.009,F,562,571,865,80,0.340,11.4,456,0.719,-0.203,0.574,-0.129,0.758,-0.098,413,753,0.452
24-07-21,16:04:17.074,F,563,637,918,116,0.306,14.9,468,0.624,-0.324,0.458,-0.180,0.846,-0.152,413,753,0.452
24-07-21,16:04:27.261,F,564,681,936,160,0.272,18.3,477,0.556,-0.350,0.389,-0.196,0.904,-0.176,413,753,0.452
24-07-21,16:04:37.379,F,565,747,971,221,0.231,21.4,486,0.462,-0.426,0.301,-0.225,0.992,-0.223,413,753,0.452
24-07-21,16:04:47.493,F,566,798,980,336,0.186,26.2,490,0.371,-0.441,0.228,-0.232,1.060,-0.246,413,753,0.452
24-07-21,16:04:57.553,F,567,837,981,503,0.147,31.1,491,0.294,-0.441,0.172,-0.232,1.112,-0.259,413,753,0.452
24-07-21,16:05:07.740,F,568,866,975,742,0.112,34.9,486,0.223,-0.438,0.125,-0.228,1.150,-0.262,413,753,0.452
24-07-21,16:05:17.785,F,569,878,957,1108,0.083,38.6,479,0.165,-0.406,0.090,-0.213,1.166,-0.249,413,753,0.452
24-07-21,16:05:27.981,F,570,876,939,1448,0.067,40.7,472,0.135,-0.374,0.073,-0.198,1.163,-0.230,413,753,0.452
24-07-21,16:05:38.098,F,571,872,920,2026,0.052,44.2,459,0.104,-0.356,0.055,-0.182,1.158,-0.210,413,753,0.452
24-07-21,16:05:48.219,F,572,858,897,2644,0.043,47.8,455,0.088,-0.300,0.047,-0.161,1.139,-0.182,413,753,0.452
24-07-21,16:05:56.420,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:07:27.902,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:07:27.902,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 37.710 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:07:27.902,REG2,,"#1: alpha: 0.124, ETRm: 37.309, Ik: 300.754   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:07:29.285,FO,573,391,791,0,0.506,0.0,0,0,0,0,0,0,0,391,791,0.506
24-07-21,16:07:39.406,F,574,508,830,44,0.388,7.2,420,0.785,-0.025,0.649,-0.047,0.642,-0.030,391,791,0.506
24-07-21,16:07:49.526,F,575,555,884,80,0.372,12.5,441,0.743,-0.108,0.590,-0.105,0.702,-0.074,391,791,0.506
24-07-21,16:07:59.652,F,576,636,949,116,0.330,16.1,455,0.634,-0.235,0.454,-0.166,0.804,-0.134,391,791,0.506
24-07-21,16:08:09.769,F,577,693,971,160,0.286,19.2,465,0.549,-0.265,0.368,-0.185,0.876,-0.162,391,791,0.506
24-07-21,16:08:19.886,F,578,752,993,221,0.243,22.6,474,0.464,-0.298,0.292,-0.203,0.951,-0.194,391,791,0.506
24-07-21,16:08:30.001,F,579,823,1023,336,0.196,27.7,487,0.373,-0.340,0.221,-0.227,1.040,-0.236,391,791,0.506
24-07-21,16:08:40.128,F,580,901,1059,503,0.149,31.5,498,0.282,-0.403,0.156,-0.253,1.139,-0.288,391,791,0.506
24-07-21,16:08:50.247,F,581,971,1091,741,0.110,34.2,516,0.209,-0.438,0.111,-0.275,1.228,-0.338,391,791,0.506
24-07-21,16:09:00.367,F,582,1032,1123,1108,0.081,37.7,531,0.154,-0.480,0.079,-0.296,1.305,-0.386,391,791,0.506
24-07-21,16:09:10.485,F,583,1089,1166,1448,0.066,40.1,549,0.125,-0.543,0.063,-0.322,1.377,-0.443,391,791,0.506
24-07-21,16:09:20.602,F,584,1150,1211,2027,0.050,42.6,565,0.094,-0.615,0.046,-0.347,1.454,-0.504,391,791,0.506
24-07-21,16:09:30.725,F,585,1176,1214,2644,0.031,34.4,564,0.058,-0.625,0.028,-0.348,1.487,-0.518,391,791,0.506
24-07-21,16:09:39.166,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:11:31.993,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:11:31.993,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: 0.000, ETRmPot: 31.968 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:11:31.993,REG2,,"#1: alpha: 0.113, ETRm: 32.005, Ik: 283.558   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:11:33.389,FO,586,600,1094,0,0.452,0.0,0,0,0,0,0,0,0,600,1094,0.452
24-07-21,16:11:43.505,F,587,761,1158,44,0.343,6.3,617,0.734,-0.095,0.595,-0.055,0.696,-0.039,600,1094,0.452
24-07-21,16:11:53.622,F,588,807,1200,80,0.328,11.0,633,0.693,-0.148,0.544,-0.088,0.738,-0.066,600,1094,0.452
24-07-21,16:12:03.749,F,589,869,1222,116,0.289,14.1,638,0.604,-0.182,0.443,-0.105,0.794,-0.083,600,1094,0.452
24-07-21,16:12:13.865,F,590,916,1228,160,0.254,17.1,643,0.533,-0.184,0.374,-0.109,0.837,-0.091,600,1094,0.452
24-07-21,16:12:23.983,F,591,962,1228,221,0.217,20.1,646,0.457,-0.178,0.307,-0.109,0.879,-0.096,600,1094,0.452
24-07-21,16:12:34.101,F,592,1015,1228,335,0.173,24.3,640,0.362,-0.190,0.228,-0.109,0.928,-0.101,600,1094,0.452
24-07-21,16:12:44.219,F,593,1053,1212,503,0.131,27.7,637,0.277,-0.164,0.168,-0.097,0.963,-0.094,600,1094,0.452
24-07-21,16:12:54.347,F,594,1087,1208,741,0.100,31.1,634,0.211,-0.162,0.123,-0.094,0.994,-0.094,600,1094,0.452
24-07-21,16:13:04.462,F,595,1103,1186,1108,0.070,32.6,627,0.148,-0.132,0.084,-0.078,1.008,-0.078,600,1094,0.452
24-07-21,16:13:14.581,F,596,1111,1175,1448,0.054,32.8,632,0.118,-0.099,0.067,-0.069,1.016,-0.070,600,1094,0.452
24-07-21,16:13:24.698,F,597,1125,1173,2027,0.041,34.9,623,0.087,-0.113,0.048,-0.067,1.028,-0.069,600,1094,0.452
24-07-21,16:13:34.817,F,598,1116,1148,2643,0.028,31.1,617,0.060,-0.075,0.033,-0.047,1.020,-0.048,600,1094,0.452
24-07-21,16:13:42.858,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:15:14.513,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:15:14.513,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 57.925 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:15:14.513,REG2,,"#1: alpha: 0.132, ETRm: 61.734, Ik: 467.998   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:15:15.915,FO,599,205,395,0,0.481,0.0,0,0,0,0,0,0,0,205,395,0.481
24-07-21,16:15:26.039,F,600,248,391,44,0.366,6.8,202,0.757,0.005,0.617,0.010,0.628,0.006,205,395,0.481
24-07-21,16:15:36.157,F,601,252,405,80,0.378,12.7,209,0.781,-0.032,0.648,-0.025,0.638,-0.016,205,395,0.481
24-07-21,16:15:46.274,F,602,274,419,116,0.346,16.9,217,0.718,-0.063,0.569,-0.057,0.694,-0.040,205,395,0.481
24-07-21,16:15:56.397,F,603,283,417,160,0.321,21.6,214,0.660,-0.068,0.499,-0.053,0.716,-0.037,205,395,0.481
24-07-21,16:16:06.517,F,604,285,412,221,0.308,28.6,214,0.641,-0.042,0.481,-0.041,0.722,-0.030,205,395,0.481
24-07-21,16:16:16.628,F,605,304,411,336,0.260,36.7,215,0.546,-0.032,0.386,-0.039,0.770,-0.030,205,395,0.481
24-07-21,16:16:26.754,F,606,334,431,503,0.225,47.5,230,0.483,-0.058,0.333,-0.084,0.846,-0.071,205,395,0.481
24-07-21,16:16:36.875,F,607,378,459,741,0.176,54.8,241,0.372,-0.147,0.237,-0.139,0.957,-0.133,205,395,0.481
24-07-21,16:16:46.992,F,608,422,483,1108,0.126,58.6,258,0.271,-0.184,0.166,-0.182,1.068,-0.194,205,395,0.481
24-07-21,16:16:57.106,F,609,465,514,1448,0.095,57.8,266,0.198,-0.305,0.113,-0.232,1.177,-0.272,205,395,0.481
24-07-21,16:17:07.223,F,610,488,529,2027,0.078,66.4,276,0.162,-0.332,0.092,-0.253,1.235,-0.313,205,395,0.481
24-07-21,16:17:17.347,F,611,522,554,2645,0.058,64.4,279,0.116,-0.447,0.062,-0.287,1.322,-0.380,205,395,0.481
24-07-21,16:17:25.018,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:18:53.415,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:18:53.415,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 32.127 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:18:53.415,REG2,,"#1: alpha: 0.098, ETRm: 38.498, Ik: 394.758   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:18:54.817,FO,612,529,893,0,0.408,0.0,0,0,0,0,0,0,0,529,893,0.408
24-07-21,16:19:04.932,F,613,576,823,44,0.300,5.5,447,0.657,-0.033,0.510,0.085,0.645,0.055,529,893,0.408
24-07-21,16:19:15.057,F,614,563,825,80,0.318,10.7,461,0.720,0.000,0.590,0.082,0.630,0.052,529,893,0.408
24-07-21,16:19:25.175,F,615,611,851,116,0.282,13.7,454,0.605,-0.091,0.450,0.049,0.684,0.034,529,893,0.408
24-07-21,16:19:35.293,F,616,618,824,160,0.250,16.8,453,0.555,-0.019,0.407,0.084,0.692,0.058,529,893,0.408
24-07-21,16:19:45.411,F,617,652,835,221,0.219,20.3,472,0.504,0.003,0.365,0.069,0.730,0.051,529,893,0.408
24-07-21,16:19:55.530,F,618,733,876,335,0.163,22.9,436,0.325,-0.209,0.193,0.019,0.821,0.016,529,893,0.408
24-07-21,16:20:05.647,F,619,686,807,503,0.150,31.7,445,0.334,0.005,0.217,0.107,0.768,0.082,529,893,0.408
24-07-21,16:20:15.772,F,620,735,828,740,0.112,34.8,452,0.247,-0.033,0.152,0.079,0.823,0.065,529,893,0.408
24-07-21,16:20:25.891,F,621,769,834,1108,0.078,36.3,476,0.182,0.016,0.113,0.071,0.861,0.061,529,893,0.408
24-07-21,16:20:36.011,F,622,834,891,1447,0.064,38.9,482,0.139,-0.124,0.080,0.002,0.934,0.002,529,893,0.408
24-07-21,16:20:46.124,F,623,851,888,2026,0.042,35.7,477,0.090,-0.129,0.050,0.006,0.953,0.005,529,893,0.408
24-07-21,16:20:56.243,F,624,842,878,2642,0.041,45.5,464,0.087,-0.137,0.048,0.017,0.943,0.016,529,893,0.408
24-07-21,16:21:04.774,SLCE,,Light Curve end,,,,,,,,,,,,,,
24-07-21,16:23:12.574,SLCS,,Light Curve start,,,,,,,,,,,,,,
24-07-21,16:23:12.574,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 35.929 )   (Platt et al. 1980)",,,,,,,,,,,,,,
24-07-21,16:23:12.574,REG2,,"#1: alpha: 0.110, ETRm: 45.792, Ik: 414.484   (Jassby and Platt 1976)",,,,,,,,,,,,,,
24-07-21,16:23:13.970,FO,625,262,509,0,0.485,0.0,0,0,0,0,0,0,0,262,509,0.485
24-07-21,16:23:24.085,F,626,323,522,44,0.381,7.0,249,0.729,-0.105,0.562,-0.025,0.635,-0.016,262,509,0.485
24-07-21,16:23:34.211,F,627,327,512,80,0.361,12.1,241,0.683,-0.097,0.503,-0.006,0.642,-0.003,262,509,0.485
24-07-21,16:23:44.346,F,628,339,501,116,0.323,15.7,233,0.604,-0.085,0.415,0.016,0.666,0.011,262,509,0.485
24-07-21,16:23:54.464,F,629,339,476,160,0.288,19.4,228,0.552,-0.004,0.371,0.069,0.666,0.046,262,509,0.485
